system_id,image_id,file,first_author,year,source_journal,publisher,open_access,arxiv,bibcode,license_class,restrictive_venue,permission_status
hd-30447,hd-30447_alice-f110w,images/hd-30447/hd-30447_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-32297,hd-32297_reasons,images/hd-32297/hd-32297_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_gpies-debris,images/hd-32297/hd-32297_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_stis2005,images/hd-32297/hd-32297_stis2005.png,Schneider,2005,"ApJL 629, L117",AAS/IOP,green-oa,astro-ph/0507355,2005ApJ...629L.117S,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_stis-schneider14,images/hd-32297/hd-32297_stis-schneider14.png,Schneider,2014,"AJ 148, 59",AAS/IOP,green-oa,1406.7303,2014AJ....148...59S,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_arks,images/hd-32297/hd-32297_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_nicmos-ren2023,images/hd-32297/hd-32297_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_sphere-debris-2025,images/hd-32297/hd-32297_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_stis-ren,images/hd-32297/hd-32297_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_alma2018,images/hd-32297/hd-32297_alma2018.png,MacGregor,2018,"ApJ 869, 75",AAS/IOP,green-oa,1812.05610,2018ApJ...869...75M,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_alice-f110w,images/hd-32297/hd-32297_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-32297,hd-32297_gpi-crotts24-j,images/hd-32297/hd-32297_gpi-crotts24-j.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_gpi-crotts24-h,images/hd-32297/hd-32297_gpi-crotts24-h.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_gpi-crotts24-k1,images/hd-32297/hd-32297_gpi-crotts24-k1.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_lbti2014,images/hd-32297/hd-32297_lbti2014.png,Rodigas,2014,"ApJ 783, 21",AAS/IOP,green-oa,1401.3343,2014ApJ...783...21R,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_gpi-hom24,images/hd-32297/hd-32297_gpi-hom24.png,Hom,2024,MNRAS,OUP,hybrid,2402.00214,2024MNRAS.528.6959H,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_alma-co2019,images/hd-32297/hd-32297_alma-co2019.png,Moor,2019,"ApJ 884, 108",AAS/IOP,green-oa,1908.09685,2019ApJ...884..108M,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_hiciao-pdi2014,images/hd-32297/hd-32297_hiciao-pdi2014.png,Asensio-Torres,2016,"A&A 593, A73",EDP Sciences,hybrid,1605.03984,2016A&A...593A..73A,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_nirc2-2012,images/hd-32297/hd-32297_nirc2-2012.png,Currie,2012,"ApJ 757, 28",AAS/IOP,green-oa,1206.4688,2012ApJ...757...28C,arxiv-preprint-figure,,not-needed
hd-32297,hd-32297_carma2008,images/hd-32297/hd-32297_carma2008.png,Maness,2008,"ApJL 686, L25",AAS/IOP,green-oa,0808.3582,2008ApJ...686L..25M,arxiv-preprint-figure,,not-needed
hd-33632-a,hd-33632-a_scexao2020,images/hd-33632-a/hd-33632-a_scexao2020.png,Currie,2020,"ApJL 904, L25",AAS/IOP,green-oa,2011.08855,2020ApJ...904L..25C,arxiv-preprint-figure,,not-needed
hd-34282,hd-34282_exoalma,images/hd-34282/hd-34282_exoalma.png,Curone,2025,ApJL (exoALMA special issue),AAS/IOP,green-oa,2504.18725,2025ApJ...984L...9C,arxiv-preprint-figure,,not-needed
hd-34282,hd-34282_sphere-ks-rdi,images/hd-34282/hd-34282_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
hd-34282,hd-34282_keck-vortex-2024,images/hd-34282/hd-34282_keck-vortex-2024.png,Wallack,2024,"AJ 168, 78",AAS/IOP,green-oa,2408.04048,2024AJ....168...78W,arxiv-preprint-figure,,not-needed
hd-34282,hd-34282_sphere-ks-qphi,images/hd-34282/hd-34282_sphere-ks-qphi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
hd-34282,hd-34282_sphere-rdi-xie22,images/hd-34282/hd-34282_sphere-rdi-xie22.png,Xie,2022,"A&A 666, A32",EDP Sciences,hybrid,2208.07915,2022A&A...666A..32X,arxiv-preprint-figure,,not-needed
hd-34282,hd-34282_alma2026-b3,images/hd-34282/hd-34282_alma2026-b3.png,Ma,2026,arXiv preprint (2026),arXiv preprint,preprint,2603.06992,2026ApJ..1001..124M,arxiv-preprint-figure,,not-needed
hd-34282,hd-34282_exoalma-co,images/hd-34282/hd-34282_exoalma-co.png,Teague,2025,ApJL (exoALMA Focus Issue),AAS/IOP,green-oa,2504.18688,2025ApJ...984L...6T,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_gpi2019,images/hd-34700/hd-34700_gpi2019.png,Monnier,2019,"ApJ 872, 122",AAS/IOP,green-oa,1901.02467,2019ApJ...872..122M,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_gemini-lights,images/hd-34700/hd-34700_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_gemini-lights-j,images/hd-34700/hd-34700_gemini-lights-j.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_scexao2023,images/hd-34700/hd-34700_scexao2023.png,Columba,2024,"A&A 681, A19",EDP Sciences,hybrid,2310.16873,2024A&A...681A..19C,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_lbti2024,images/hd-34700/hd-34700_lbti2024.png,Columba,2024,A&A,EDP Sciences,hybrid,2310.16873,2024A&A...681A..19C,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_uyama2020-j,images/hd-34700/hd-34700_uyama2020-j.png,Uyama,2020,"ApJ 900, 135",AAS/IOP,green-oa,2007.11655,2020ApJ...900..135U,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_uyama2020-h,images/hd-34700/hd-34700_uyama2020-h.png,Uyama,2020,"ApJ 900, 135",AAS/IOP,green-oa,2007.11655,2020ApJ...900..135U,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_uyama2020-k,images/hd-34700/hd-34700_uyama2020-k.png,Uyama,2020,"ApJ 900, 135",AAS/IOP,green-oa,2007.11655,2020ApJ...900..135U,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_sma2020,images/hd-34700/hd-34700_sma2020.png,Benac,2020,"ApJ 905, 120",AAS/IOP,green-oa,2011.03489,2020ApJ...905..120B,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_chen2024-j,images/hd-34700/hd-34700_chen2024-j.png,Chen,2024,"MNRAS 533, 2473",OUP,hybrid,2408.09038,2024MNRAS.533.2473C,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_chen2024-h,images/hd-34700/hd-34700_chen2024-h.png,Chen,2024,"MNRAS 533, 2473",OUP,hybrid,2408.09038,2024MNRAS.533.2473C,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_chen2024-k,images/hd-34700/hd-34700_chen2024-k.png,Chen,2024,"MNRAS 533, 2473",OUP,hybrid,2408.09038,2024MNRAS.533.2473C,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_stadler2026-zimpol,images/hd-34700/hd-34700_stadler2026-zimpol.png,Stadler,2026,"A&A 707, A160",EDP Sciences,hybrid,2601.15262,2026A&A...707A.160S,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_stadler2026-alma,images/hd-34700/hd-34700_stadler2026-alma.png,Stadler,2026,"A&A 707, A160",EDP Sciences,hybrid,2601.15262,2026A&A...707A.160S,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_stadler2026-12co,images/hd-34700/hd-34700_stadler2026-12co.png,Stadler,2026,"A&A 707, A160",EDP Sciences,hybrid,2601.15262,2026A&A...707A.160S,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_stadler2026-13co,images/hd-34700/hd-34700_stadler2026-13co.png,Stadler,2026,"A&A 707, A160",EDP Sciences,hybrid,2601.15262,2026A&A...707A.160S,arxiv-preprint-figure,,not-needed
hd-34700,hd-34700_stadler2026-c18o,images/hd-34700/hd-34700_stadler2026-c18o.png,Stadler,2026,"A&A 707, A160",EDP Sciences,hybrid,2601.15262,2026A&A...707A.160S,arxiv-preprint-figure,,not-needed
hd-35650,hd-35650_alice,images/hd-35650/hd-35650_alice.png,Choquet,2016,"ApJL 817, L2",AAS/IOP,green-oa,1512.02220,2016ApJ...817L...2C,archive-product,,not-needed
hd-35650,hd-35650_nicmos-ren2023,images/hd-35650/hd-35650_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-35650,hd-35650_stis-ren,images/hd-35650/hd-35650_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-35841,hd-35841_gpies-debris,images/hd-35841/hd-35841_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-35841,hd-35841_reasons,images/hd-35841/hd-35841_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-35841,hd-35841_nicmos-ren2023,images/hd-35841/hd-35841_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-35841,hd-35841_sphere-debris-2025,images/hd-35841/hd-35841_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-35841,hd-35841_stis-ren,images/hd-35841/hd-35841_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-35841,hd-35841_alice-f110w,images/hd-35841/hd-35841_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-35841,hd-35841_gpi-crotts24,images/hd-35841/hd-35841_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-35841,hd-35841_gpi-hom24,images/hd-35841/hd-35841_gpi-hom24.png,Hom,2024,MNRAS,OUP,hybrid,2402.00214,2024MNRAS.528.6959H,arxiv-preprint-figure,,not-needed
hd-36546,hd-36546_reasons,images/hd-36546/hd-36546_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-36546,hd-36546_sphere-debris-2025,images/hd-36546/hd-36546_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-36546,hd-36546_scexao2021,images/hd-36546/hd-36546_scexao2021.png,Lawson,2021,AJ,AAS/IOP,green-oa,2109.08984,2021AJ....162..293L,arxiv-preprint-figure,,not-needed
hd-36968,hd-36968_sphere-debris-2025,images/hd-36968/hd-36968_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-377,hd-377_alice,images/hd-377/hd-377_alice.png,Choquet,2016,"ApJL 817, L2",AAS/IOP,green-oa,1512.02220,2016ApJ...817L...2C,archive-product,,not-needed
hd-377,hd-377_nicmos-ren2023,images/hd-377/hd-377_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-377,hd-377_sphere-debris-2025,images/hd-377/hd-377_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-377,hd-377_stis-ren,images/hd-377/hd-377_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-377,hd-377_alice-f110w,images/hd-377/hd-377_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-377,hd-377_sma2016,images/hd-377/hd-377_sma2016.png,Steele,2015,ApJ (accepted Oct 2015),AAS/IOP,green-oa,1510.08890,2016ApJ...816...27S,arxiv-preprint-figure,,not-needed
hd-38206,hd-38206_reasons,images/hd-38206/hd-38206_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-38206,hd-38206_sphere-debris-2025,images/hd-38206/hd-38206_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-38397,hd-38397_sphere-debris-2025,images/hd-38397/hd-38397_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-38858,hd-38858_reasons,images/hd-38858/hd-38858_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-44179,hd-44179_alma_09mm,images/hd-44179/hd-44179_alma_09mm.png,Alcolea,2024,IAU Symposium 384 Proceedings,unknown,unknown,2311.16734,2023arXiv231116734A,arxiv-preprint-figure,,not-needed
hd-45677,hd-45677_gemini-lights,images/hd-45677/hd-45677_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
hd-45677,hd-45677_matisse2021,images/hd-45677/hd-45677_matisse2021.png,Hofmann,2022,Astronomy & Astrophysics,EDP Sciences,hybrid,2111.12458,2022A&A...658A..81H,arxiv-preprint-figure,,not-needed
hd-45677,hd-45677_pionier2020,images/hd-45677/hd-45677_pionier2020.png,Kluska,2020,Astronomy & Astrophysics,EDP Sciences,hybrid,2004.01594,2020A&A...636A.116K,arxiv-preprint-figure,,not-needed
hd-48682,hd-48682_reasons,images/hd-48682/hd-48682_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-50138,hd-50138_gemini-lights,images/hd-50138/hd-50138_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
hd-50571,hd-50571_reasons,images/hd-50571/hd-50571_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-50571,hd-50571_vapp2021,images/hd-50571/hd-50571_vapp2021.png,Sutlieff,2021,"MNRAS 506, 3224",OUP,hybrid,2106.14890,2021MNRAS.506.3224S,arxiv-preprint-figure,,not-needed
hd-53143,hd-53143_acs2006,images/hd-53143/hd-53143_acs2006.png,Kalas,2006,"ApJL 637, L57",AAS/IOP,green-oa,astro-ph/0601488,2006ApJ...637L..57K,arxiv-preprint-figure,,not-needed
hd-53143,hd-53143_stis-schneider14,images/hd-53143/hd-53143_stis-schneider14.png,Schneider,2014,"AJ 148, 59",AAS/IOP,green-oa,1406.7303,2014AJ....148...59S,arxiv-preprint-figure,,not-needed
hd-53143,hd-53143_reasons,images/hd-53143/hd-53143_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-53143,hd-53143_alice-f110w,images/hd-53143/hd-53143_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-53143,hd-53143_stis-stark2023,images/hd-53143/hd-53143_stis-stark2023.png,Stark,2023,"ApJ 945, 131",AAS/IOP,green-oa,2304.07370,2023ApJ...945..131S,arxiv-preprint-figure,,not-needed
hd-54341,hd-54341_reasons,images/hd-54341/hd-54341_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_reasons,images/hd-61005/hd-61005_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_gpies-debris,images/hd-61005/hd-61005_gpies-debris.png,Esposito,2020,"AJ 160, 24",AAS/IOP,green-oa,2004.13722,2020AJ....160...24E,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_stis-schneider14,images/hd-61005/hd-61005_stis-schneider14.png,Schneider,2014,"AJ 148, 59",AAS/IOP,green-oa,1406.7303,2014AJ....148...59S,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_sphere2016,images/hd-61005/hd-61005_sphere2016.png,Olofsson,2016,"A&A 591, A108",EDP Sciences,hybrid,1601.07861,2016A&A...591A.108O,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_arks,images/hd-61005/hd-61005_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_nicmos-ren2023,images/hd-61005/hd-61005_nicmos-ren2023.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_sphere-debris-2025,images/hd-61005/hd-61005_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_stis-ren,images/hd-61005/hd-61005_stis-ren.png,Ren,2023,"A&A 672, A114",EDP Sciences,hybrid,2302.04273,2023A&A...672A.114R,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_alma2018,images/hd-61005/hd-61005_alma2018.png,MacGregor,2018,"ApJ 869, 75",AAS/IOP,green-oa,1812.05610,2018ApJ...869...75M,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_alice-f110w,images/hd-61005/hd-61005_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-61005,hd-61005_gpi-crotts24,images/hd-61005/hd-61005_gpi-crotts24.png,Crotts,2024,"ApJ 961, 245",AAS/IOP,green-oa,2311.14599,2024ApJ...961..245C,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_nicmos-hines07,images/hd-61005/hd-61005_nicmos-hines07.png,Hines,2007,"ApJL 671, L165",AAS/IOP,green-oa,,2007ApJ...671L.165H,publisher-pdf,,not-needed
hd-61005,hd-61005_acs2009,images/hd-61005/hd-61005_acs2009.png,Maness,2009,"ApJ 707, 1098",AAS/IOP,green-oa,0910.5223,2009ApJ...707.1098M,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_naco2011,images/hd-61005/hd-61005_naco2011.png,Buenzli,2010,"A&A 524, L1",EDP Sciences,hybrid,1011.2496,2010A&A...524L...1B,arxiv-preprint-figure,,not-needed
hd-61005,hd-61005_nirc22016,images/hd-61005/hd-61005_nirc22016.png,Esposito,2016,"AJ 152, 85",AAS/IOP,green-oa,1605.06161,2016AJ....152...85E,arxiv-preprint-figure,,not-needed
hd-70313,hd-70313_herschel-pacs,images/hd-70313/hd-70313_herschel-pacs.png,Morales,2013,"ApJ 776, 111",AAS/IOP,green-oa,,2013ApJ...776..111M,publisher-pdf,,not-needed
hd-71722,hd-71722_herschel-pacs,images/hd-71722/hd-71722_herschel-pacs.png,Morales,2013,"ApJ 776, 111",AAS/IOP,green-oa,,2013ApJ...776..111M,publisher-pdf,,not-needed
hd-76582,hd-76582_arks,images/hd-76582/hd-76582_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-76582,hd-76582_reasons,images/hd-76582/hd-76582_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-84870,hd-84870_arks,images/hd-84870/hd-84870_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-84870,hd-84870_reasons,images/hd-84870/hd-84870_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-92945,hd-92945_reasons,images/hd-92945/hd-92945_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-92945,hd-92945_stis-schneider14,images/hd-92945/hd-92945_stis-schneider14.png,Schneider,2014,"AJ 148, 59",AAS/IOP,green-oa,1406.7303,2014AJ....148...59S,arxiv-preprint-figure,,not-needed
hd-92945,hd-92945_arks,images/hd-92945/hd-92945_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-92945,hd-92945_sphere-debris-2025,images/hd-92945/hd-92945_sphere-debris-2025.png,Engler,2025,"A&A 704, A21",EDP Sciences,hybrid,2512.03128,2025A&A...704A..21E,arxiv-preprint-figure,,not-needed
hd-92945,hd-92945_alma2019,images/hd-92945/hd-92945_alma2019.png,Marino,2019,"MNRAS 484, 1257",OUP,hybrid,1901.01406,2019MNRAS.484.1257M,arxiv-preprint-figure,,not-needed
hd-92945,hd-92945_alice-f110w,images/hd-92945/hd-92945_alice-f110w.png,Hagan,2018,"AJ 155, 179",AAS/IOP,green-oa,1802.07754,2018AJ....155..179H,archive-product,,not-needed
hd-92945,hd-92945_acs-golimowski11,images/hd-92945/hd-92945_acs-golimowski11.png,Golimowski,2011,"AJ 142, 30",AAS/IOP,green-oa,1105.0888,2011AJ....142...30G,arxiv-preprint-figure,,not-needed
hd-92945,hd-92945_jwst-nircam,images/hd-92945/hd-92945_jwst-nircam.png,Lazzoni,2025,"A&A (2025, accepted)",EDP Sciences,hybrid,2511.07561,2025A&A...704A.176L,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_reasons,images/hd-95086/hd-95086_reasons.png,Matra,2025,"A&A 693, A151",EDP Sciences,hybrid,2501.09058,2025A&A...693A.151M,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_alma2017,images/hd-95086/hd-95086_alma2017.png,Su,2017,"AJ 154, 225",AAS/IOP,green-oa,1709.10129,2017AJ....154..225S,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_naco2013,images/hd-95086/hd-95086_naco2013.png,Rameau,2013,"ApJL 772, L15",AAS/IOP,green-oa,1305.7428,2013ApJ...772L..15R,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_arks,images/hd-95086/hd-95086_arks.png,Marino,2026,A&A,EDP Sciences,hybrid,2601.11708,2026A&A...705A.195M,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_naco2013b,images/hd-95086/hd-95086_naco2013b.png,Rameau,2013,"ApJL 779, L26",AAS/IOP,green-oa,1310.7483,2013ApJ...779L..26R,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_sphere2018,images/hd-95086/hd-95086_sphere2018.png,Chauvin,2018,"A&A 617, A76",EDP Sciences,hybrid,1801.05850,2018A&A...617A..76C,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_gpi-hband2014,images/hd-95086/hd-95086_gpi-hband2014.png,Galicher,2014,Astronomy & Astrophysics (Letters),EDP Sciences,hybrid,1404.4635,2014A&A...565L...4G,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_gpi-k1band2014,images/hd-95086/hd-95086_gpi-k1band2014.png,Galicher,2014,Astronomy & Astrophysics (Letters),EDP Sciences,hybrid,1404.4635,2014A&A...565L...4G,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_miri2024-f1065c,images/hd-95086/hd-95086_miri2024-f1065c.png,Malin,2024,Astronomy & Astrophysics,EDP Sciences,hybrid,2408.16843,2024A&A...690A.316M,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_miri2024-f1140c,images/hd-95086/hd-95086_miri2024-f1140c.png,Malin,2024,Astronomy & Astrophysics,EDP Sciences,hybrid,2408.16843,2024A&A...690A.316M,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_miri2024-f2300c,images/hd-95086/hd-95086_miri2024-f2300c.png,Malin,2024,Astronomy & Astrophysics,EDP Sciences,hybrid,2408.16843,2024A&A...690A.316M,arxiv-preprint-figure,,not-needed
hd-95086,hd-95086_herschel-pacs2015,images/hd-95086/hd-95086_herschel-pacs2015.png,Su,2015,"ApJ 799, 146",AAS/IOP,green-oa,1412.0167,2015ApJ...799..146S,arxiv-preprint-figure,,not-needed
hd-95767,hd-95767_vlti_pionier,images/hd-95767/hd-95767_vlti_pionier.png,De Prins,2026,A&A,EDP Sciences,hybrid,2605.13445,2026arXiv260513445D,arxiv-preprint-figure,,not-needed
hd-97048,hd-97048_gemini-lights,images/hd-97048/hd-97048_gemini-lights.png,Rich,2022,"AJ 164, 109",AAS/IOP,green-oa,2206.05815,2022AJ....164..109R,arxiv-preprint-figure,,not-needed
hd-97048,hd-97048_sphere2016,images/hd-97048/hd-97048_sphere2016.png,Ginski,2016,"A&A 595, A112",EDP Sciences,hybrid,1609.04027,2016A&A...595A.112G,arxiv-preprint-figure,,not-needed
hd-97048,hd-97048_sphere-ks-rdi,images/hd-97048/hd-97048_sphere-ks-rdi.png,Ren,2023,"A&A 680, A114",EDP Sciences,hybrid,2310.08589,2023A&A...680A.114R,arxiv-preprint-figure,,not-needed
